Exchange Date,Index Price,Trend,Seasonality,Noise,RSI_7,RSI_14,RSI_21,MACD_12_26,MACD_6_13,BBANDS_U,BBANDS_L,Change_1,Change_2,Change_3,Change_4,Change_5
2020-09-01,215.47,211.43872222222225,0.9980538878358178,1.0210530226966348,57.97419301471913,60.537326155114734,59.89856353431436,1.9727673939937347,0.7595284211190858,217.16155757016358,211.1514424298364,0.005354752342704134,-0.0005572324123520062,-0.004803208356649884,-0.0018132787799887778,-0.00046431722152572
2020-09-02,215.32,211.591,0.9968106591117921,1.0208795558423058,56.544359523767135,59.89579302861357,59.54556766915133,1.8806166754955314,0.6562410236036271,217.04720552275006,211.69479447724996,0.0006961525966492119,0.006047177214605559,0.00013930810308800156,-0.004103711994030943,-0.0011158638646084277
2020-09-03,219.18,211.75900000000001,0.9988088113711514,1.036278959079557,75.03189867169672,68.99993765272829,65.10247531141934,2.094907517977049,1.1176470649776888,217.8269733815898,211.69402661841022,-0.017926806613412657,-0.017218174223789892,-0.01177122282232383,-0.01778500116090092,-0.022104085058757737
2020-09-04,215.09,211.94566666666668,0.9968492011864274,1.0180432125487833,49.171734704587394,54.80353069355493,56.472158173003244,1.9126578074657061,0.7702365978606451,217.65889901809888,212.20010098190116,0.018660461720959958,0.0010681775961359362,0.0017635865781779154,0.00710889535152099,0.001207336893429259
2020-09-07,214.11,212.14516666666668,0.9986551083360294,1.010620915443856,44.850551468953306,52.04066344771227,54.649490716643804,1.669896264387404,0.3860980833865426,217.65331437290934,212.23268562709063,0.004556232274861638,0.023131672597864736,0.005619543005758776,0.006311783542952546,0.011632737847943414
2020-09-08,214.11,212.34444444444446,0.9984920885976667,1.009837328446387,44.8505514689533,52.04066344771226,54.649490716643804,1.4606683173672366,0.13515213234578027,217.6189749174972,212.1570250825028,0.0,0.004556232274861638,0.023131672597864736,0.005619543005758776,0.006311783542952546
2020-09-09,210.8,212.56477777777778,0.9948035722622008,0.9968778982068028,31.944810031575553,43.458488203070175,48.786089914111884,1.0160519108144683,-0.49686180226470356,217.97480704900053,211.49019295099944,0.015459343328195797,0.015459343328195797,0.019945139244037343,0.038233415457614724,0.020992011889280987
2020-09-10,213.45,212.81283333333334,0.9925269418473208,1.0105458919162529,46.36126211198305,50.49711058522257,53.023059719341326,0.8675227955857565,-0.4849576070358239,217.90135183150528,211.36164816849475,-0.012571157495256058,0.0030825276726917238,0.0030825276726917238,0.00762471523548289,0.026142896249657897
2020-09-11,210.39,213.07133333333334,0.9897339931090433,0.9976577564255439,36.06821180024417,43.72788539606202,48.18932179481036,0.4971649668956388,-0.895017993343231,218.17646642471325,210.66353357528672,0.01433591004919186,0.001944971537002016,0.01737424688244373,0.01737424688244373,0.021851318052908165
2020-09-14,211.02,213.3373888888889,0.9868385947486191,1.0023295109743613,39.304953240017255,45.35212290306807,49.190636267430854,0.25158928952419046,-1.0195440260480382,218.2630668170077,210.1999331829923,-0.0029944388991873373,0.011384399156711073,-0.0010436432637571103,0.014431834103965266,0.014431834103965266
2020-09-15,213.99,213.62322222222224,0.9875992036705942,1.014295003521906,52.5246625602253,52.33671227357683,53.6269483617671,0.29324265580555675,-0.6298846980694464,218.16739192757592,210.16360807242404,-0.014074495308501557,-0.017111079423927103,-0.002529866479269246,-0.015132827324478166,0.0005604595768530407
2020-09-16,214.16,213.90272222222225,0.990512506945882,1.0107926677673076,53.205282621587614,52.70929313636684,53.86902492236366,0.3360965165011862,-0.3413224687735976,218.1344341671669,210.1445658328331,-0.0007944296462450932,-0.014880106151075661,-0.017919102618945817,-0.003326305926446512,-0.015939278937381333
2020-09-17,215.09,214.1248888888889,0.987049638379794,1.017686644679552,57.12803497915438,54.79127763853976,55.21201232941919,0.44002935304050084,-0.017863043948665336,218.22340854772497,210.21659145227497,-0.004342547627941758,-0.005140427122762719,-0.019287271348687296,-0.022339464803460322,-0.007683298196298968
2020-09-18,213.59,214.3173888888889,0.9858953297272021,1.0108639225167806,49.34432917553885,50.89899900532309,52.617776760408816,0.39678551439703824,-0.03338327185386447,218.21792307617415,210.31407692382584,0.0069738249105025804,0.0026615614493836065,0.0018692462264592068,-0.012178940384797617,-0.015209848376824075
2020-09-21,211.0,214.5045,0.9843869672163206,0.9992638872410017,38.71757623986298,44.96001530413147,48.487287242914356,0.15177355518181912,-0.41152286967934515,218.33166793852203,210.032332061478,0.01212603586310222,0.01901529592263705,0.014755323122898751,0.013972615542782415,9.47777461852442e-05
2020-09-22,208.09,214.6951666666667,0.9842420253381856,0.9847523776034468,30.19396709904164,39.39774415680698,44.37754289625262,-0.2740537468264961,-1.0419543430549822,218.69959646017537,208.9364035398246,0.01379146919431278,0.025750269207359896,0.03254451624901204,0.028343294732909943,0.027571381840272937
2020-09-23,209.77,214.90255555555558,0.9869669051576982,0.9890066413641385,39.20810373947155,43.726199379003305,47.09575315751387,-0.47053891225380085,-1.1454040474459646,218.70097113228735,208.40402886771267,-0.008073429765966682,0.005829383886255876,0.017884732431293567,0.02473383234924912,0.0204986925663055
2020-09-24,205.84,215.10083333333336,0.9893140499892991,0.967282884878251,28.991058611408455,37.058188800070035,42.0484910251685,-0.9326222878762565,-1.72341798697326,219.24672688998336,206.99827311001664,0.018734804786194437,0.01081262915084819,0.02445497630331752,0.036284470246734396,0.04300525361476591
2020-09-25,206.06,215.28883333333334,0.9925881157631533,0.9642799131725749,30.179315916001894,37.631557867350686,42.411260815536274,-1.26647539085252,-1.9755319096645394,219.41274233409345,205.90325766590652,-0.0010687912942090889,0.01768603708823954,0.009755394300543039,0.023412322274881506,0.035254459478440005
2020-09-28,208.95,215.491,0.9955618429268795,0.9739686901358897,44.43062915563568,44.75148397166759,46.98847392286568,-1.2830671337444528,-1.636396274183113,218.95465984764925,205.5933401523507,-0.014025041250121257,-0.0151088223863194,0.003909043237832014,-0.004132827142101904,0.009715639810426594
2020-09-29,211.62,215.70333333333332,0.9940587884532095,0.9869332583046274,54.45149260858588,50.386656157118594,50.78319368498021,-1.0684530618364647,-0.9805419555543722,218.6026694503358,205.5603305496642,-0.012778176597272152,-0.026982432301271484,-0.02808006218422076,-0.008819182914620747,-0.016963813734441835
2020-09-30,211.81,215.92388888888888,0.9914278830311357,0.9894290058208418,55.12335323771657,50.771452220780084,51.04503476727878,-0.872975335277971,-0.5118335173916932,218.2557729093246,205.5562270906754,-0.0008978357433134757,-0.01368748504426903,-0.027904493836746577,-0.029003109211037693,-0.00972493683558179
2020-10-01,211.81,216.13805555555558,0.996855849072423,0.9830664135153573,55.123353237716564,50.771452220780084,51.045034767278786,-0.709874833441205,-0.20397800352100148,216.94083924531782,206.13416075468217,0.0,-0.0008978357433134757,-0.01368748504426903,-0.027904493836746577,-0.029003109211037693
2020-10-02,212.56,216.3475,0.9979542819621317,0.9845074669465746,58.41872268033882,52.45945556319447,52.152848406693465,-0.5141707384586596,0.0999734540945667,216.58952450027914,206.23247549972086,-0.003540909305509655,-0.003540909305509655,-0.0044419242037614486,-0.01727686049294096,-0.0315442104241483
2020-10-05,212.24,216.577,1.0004214637466624,0.9795619397215563,56.35866256079159,51.64575557150748,51.62943439701993,-0.3805088892449078,0.23627134838591246,216.3635553901034,206.27144460989666,0.0015054572826495728,-0.002030121335158901,-0.002030121335158901,-0.0029297797939703456,-0.01574539363484097
2020-10-06,215.38,216.81377777777777,1.0007587949595997,0.9926338485622346,68.90969145245434,58.45533307356343,56.16240590784083,-0.020967453088871935,0.7586467388342726,216.5951841164262,206.1668158835738,-0.014794572182434915,-0.01326684230334961,-0.016854728294225924,-0.016854728294225924,-0.017767696815045794
2020-10-07,213.75,217.04666666666668,1.0021456386404264,0.9827027291604403,58.68774811231219,54.18914038524169,53.433056740159245,0.13093501060134827,0.8146460905849437,216.83468610679944,206.22231389320052,0.007568019314699579,-0.00711458725970595,-0.005598419269853207,-0.00915915207025163,-0.00915915207025163
2020-10-08,216.67,217.26638888888888,1.0065043565262688,0.99081044941013,68.46450563608617,59.84314262467933,57.333261327802596,0.48138924841444464,1.2328234042859378,217.39918466729924,205.97981533270078,-0.013660818713450235,-0.0059894140588726535,-0.02087259705993205,-0.019335716974030793,-0.022945092299702492
2020-10-09,218.54,217.47155555555557,1.0047562566224861,1.0001560320210208,73.2026970971551,62.993160177692054,59.60810690178119,0.8996495287703965,1.7056738655606125,218.49890627860117,205.6950937213989,-0.008630636451746918,-0.02240935672514616,-0.014671742965920683,-0.029683377308707043,-0.028133232969514442
2020-10-12,219.61,217.66005555555557,1.0046831200445316,1.0042556196177608,75.6454627512025,64.69948291242623,60.86180994615628,1.302450038692939,2.0784119493793582,219.68915111533389,205.3638488846661,-0.004896128855129594,-0.013569022015046044,-0.027415204678362635,-0.019639706565140767,-0.034724839803995496
2020-10-13,221.47,217.82505555555556,1.0059047276317579,1.0107650647138549,79.44539468857045,67.50438548651229,62.96020618095046,1.7515678166813586,2.487500084395748,221.04377569225034,204.7572243077497,-0.00846955967396742,-0.013407156584606969,-0.022153505330687273,-0.03611695906432748,-0.028275605905840856
2020-10-14,220.86,218.0001111111111,1.0069993953791934,1.0060768202379464,74.96984649839204,65.66170332055994,61.818868896257065,2.034818864202947,2.549288735042694,222.07956575054683,204.39143424945317,0.0027543233846569976,-0.005691908383042666,-0.01061590555504723,-0.01933816402824584,-0.033263157894736904
2020-10-15,219.74,218.1853888888889,1.0047401847880546,1.0023737475270338,66.89712546763175,62.299118727175085,59.7313627022872,2.1442056522702444,2.323065919722751,222.72948713760354,204.20651286239644,0.005071085755682353,0.007811441730256874,-0.0005919584718364166,-0.005490985631921008,-0.014169012784418802
2020-10-16,219.85,218.37627777777777,1.0066553345363347,1.0000925946034946,67.30058020754785,62.502226201216736,59.87110500033229,2.2142470884794534,2.105457423823907,223.4518984070766,204.1101015929234,-0.0005005916082642451,0.004573032690392191,0.0073147604641712405,-0.0010928464095441039,-0.005994325981513692
2020-10-19,219.89,218.58066666666667,1.0013322411860541,1.0046517223622757,67.46878697604994,62.581169741629054,59.92420563262697,2.2470801557262234,1.892004980464435,224.15792865567118,204.29307134432884,-0.00018194223334087807,-0.0006826249203603224,0.0043919224848321435,0.007134149094685567,-0.001274987477801433
2020-10-20,216.88,218.76966666666667,1.0012313079074733,0.9901431293151954,46.478818235174565,53.460345923222356,54.251975392790534,2.0070823576349426,1.2540951179804836,224.2441909888048,205.08580901119524,0.013688662513074679,0.01350921082556288,0.013015381814872183,0.01802046545322837,0.020725154648485136
2020-10-21,217.26,218.947,1.0036137760576374,0.9887219193579927,48.82380694687566,54.364607269891096,54.81888640887977,1.8264905516359704,0.8666362177665974,224.4072371333743,205.6717628666257,-0.0017521209885650842,0.011960525717404137,0.011780759608824213,0.011286065349959126,0.0162999185004076
2020-10-22,216.77,219.13461111111113,1.0083676967745019,0.9810006060101795,45.80466164552082,52.936300259265735,53.914303594734804,1.6250982187121394,0.5240435760941864,223.96649020045973,207.2055097995403,0.0022553622387921418,0.0005071929177424623,0.014188912638137144,0.014009551967250325,0.013515973423136428
2020-10-23,217.81,219.33905555555555,1.0093230092050274,0.9838563025942646,53.001193518069094,55.602459979221045,55.5489604633768,1.531755528031482,0.4414748740051948,223.36323511334055,208.98376488665937,-0.004797711860497264,-0.002531529043542352,-0.004288085577277789,0.009459275092091428,0.00927905390038659
2020-10-26,218.83,219.55083333333334,1.008028328898336,0.9887785422660117,59.200334902246944,58.108987467299094,57.11541499144148,1.5225354082328693,0.5186175105218922,223.12441528518096,210.21058471481896,-0.004682980579404115,-0.009503160031369664,-0.007226364724293573,-0.008991147178163118,0.004820592114238819
2020-10-27,215.87,219.74416666666667,1.0083273380652373,0.9742566847781309,40.92481426412133,49.39404746240852,51.57714634000581,1.2618354806615173,0.12182249163330994,222.9250707191897,210.83492928081034,0.013526481743819438,0.008906845415729295,0.004151866033122691,0.006397864310043203,0.004656953153817737
2020-10-28,214.74,219.92266666666666,1.011650069122764,0.9651896147572507,35.97809483193787,46.52536611985729,49.647429950924206,0.9530610589955018,-0.28751415224272137,222.70382075895006,211.34917924105,0.005234631954416989,0.018690307544669393,0.014094853312520054,0.009364764496932238,0.011599005799502817
2020-10-29,208.45,220.11655555555558,1.0104309566163976,0.9372221585474707,20.15620573802499,34.51056371464563,40.73888433923014,0.19851630060767889,-1.424964581054894,223.29184835058732,210.42515164941267,0.02929123591319745,0.03437253902811885,0.04743408125028572,0.042973233552178566,0.03838169488397851
2020-10-30,209.15,220.3007777777778,1.011052122516517,0.9390058398511034,24.468820119811287,36.476604906815886,41.95592372747537,-0.339073083321324,-1.9632009831417463,223.72081337730523,209.65518662269469,-0.0033581194531063425,0.02603147992921674,0.031129846666975488,0.04423525110816619,0.039759423350626676
2020-11-02,207.53,220.46172222222225,1.0095015054580183,0.9324825628642945,21.354566463570098,33.93737912664529,39.96165118927333,-0.8856280355925037,-2.4440313932707625,224.3300297524036,208.57497024759644,0.007745637102557994,0.004413528424082454,0.0335754866350005,0.03863436327419282,0.0516382580084998
2020-11-03,210.53,220.64594444444447,1.01108721936026,0.9436901464325936,38.316121245139314,41.99070740299957,45.04118784315481,-1.0644317385332727,-2.2100895466856514,224.49283767799432,207.92716232200564,-0.014455741338601648,-0.0065981353095864,-0.009978412089230091,0.0196051038465121,0.024737110297864472
2020-11-04,214.07,220.86477777777782,1.0112990542367155,0.958406488617314,52.4377135632116,49.77169645241904,50.25565984235413,-0.9099966711673915,-1.470937822381046,224.49098493646554,207.9610150635344,-0.016814705742649465,-0.031513516118151556,-0.023523786755916747,-0.026960901894938858,0.0031200521560958176
2020-11-05,216.09,221.07666666666665,1.0111384148911209,0.9666764787036262,58.7278992588853,53.5965946308963,52.931386900190134,-0.6174906021922197,-0.6697862433218802,224.4596196814329,207.93438031856704,-0.009436165740178495,-0.026409537833087932,-0.041247048619476714,-0.03318192684676068,-0.03665147517390269
2020-11-06,218.89,221.29094444444445,1.0106288713461782,0.9787473023849055,65.99963066077787,58.333059554024544,56.34874748914406,-0.15792042732914524,0.2480529374621483,224.49835049358103,207.93064950641894,-0.012957563977972063,-0.022515999439435667,-0.039709305087160904,-0.05473907386883817,-0.04656944776476204
2020-11-09,219.04,221.53216666666665,1.010677112371283,0.9783048461459498,66.36996045112525,58.576988898547754,56.52629255609709,0.21590715043913633,0.8212992547804561,224.42673637486376,207.94526362513625,-0.0006852757092603851,-0.013651719191077738,-0.023216704816181617,-0.04042179261862913,-0.05546186093576828
2020-11-10,220.16,221.78033333333332,1.0095578177876519,0.9832958097819912,69.28429286034117,60.43928205937742,57.86974425985488,0.5956762538138491,1.2987439692699922,224.21166672674605,208.02933327325394,-0.005113221329437567,-0.005802001005071087,-0.018834744782266617,-0.02844863829588454,-0.045741699520258375
2020-11-11,222.0,222.04322222222223,1.0105760695891186,0.9893419934339559,73.65935912428196,63.35412999802025,60.00192291980339,1.033208443024023,1.8009042447015418,224.41613550595625,207.93886449404377,-0.008357558139534899,-0.01351351351351355,-0.014208049705331509,-0.02734971539636261,-0.0370439575839679
2020-11-12,223.32,222.30605555555556,1.0110583324614266,0.9935737603843966,76.46505274193409,65.32779737455172,61.470733021945705,1.4695290078693404,2.223414444161648,225.04049280285304,207.67250719714698,-0.005945945945945916,-0.01435319767441859,-0.019539810080350627,-0.020238475946822636,-0.0334582812716923
2020-11-13,221.4,222.57005555555557,1.0066361438170293,0.9881852391877051,64.7595101594781,60.245225368217966,58.206261811767526,1.641466441775293,2.117056833865263,225.2676954894316,207.60030451056846,0.008597528210639386,0.0027027027027026773,-0.005632267441860506,-0.010774287801314892,-0.011466946868290098
2020-11-16,224.75,222.85094444444445,1.0115240774119691,0.9970317688630366,73.13199463705736,65.31568070800994,61.91192817752218,2.024705554473371,2.444100875158682,226.12371180887848,207.2302881911215,-0.015130984643179739,-0.006403367365215865,-0.012387387387387387,-0.02084847383720932,-0.026068298027757526
2020-11-17,227.06,223.1265,1.008651223423103,1.0089007870180495,77.44324296336222,68.31651786317462,64.20955090099956,2.4861640552542212,2.874572701454298,227.66250399704046,206.7094960029595,-0.010278086763070089,-0.025564588979223108,-0.016747268493641453,-0.022792792792792803,-0.03134084302325584
2020-11-18,225.86,223.39222222222224,1.013080637099906,0.9979924611826734,70.57948222351277,65.16252222429175,62.16410507591626,2.7236467660625863,2.8493688113718463,228.75440634920488,206.4775936507952,0.0052849467101206225,-0.004938820912124643,-0.020144534778681156,-0.011373813361991853,-0.01738738738738745
2020-11-19,223.16,223.6463888888889,1.0098880941967983,0.9880552048899219,57.25821057696494,58.606392241048155,57.81312950195304,2.6632853940056975,2.3319228047347735,229.322326555279,206.54867344472098,0.01195430797839377,0.017176076807892213,0.007074527252502796,-0.007949412827461567,0.0007164606842199382
2020-11-20,224.05,223.9111111111111,1.0101043670458456,0.990610790797912,60.15063272692182,60.0338171346141,58.81093172890519,2.656640041038031,2.047081461702504,229.9412895910611,206.55371040893897,-0.003988169922925322,0.008013813866997264,0.013256407997885982,0.0031145717463848216,-0.011969286359530287
2020-11-23,223.51,224.20766666666668,1.005224387350726,0.9917072387169353,57.40097407235981,58.710916327135166,57.93791399435064,2.578081544655504,1.711991600184632,230.39773308768375,206.56526691231628,0.0024101762999331417,-0.001568381430363839,0.010404675462676094,0.015634634017440373,0.005517241379310385
2020-11-24,224.45,224.5098888888889,1.000420850950371,0.999312684405094,61.019768255124085,60.348884687138636,59.049013034107425,2.562138773476562,1.5712430482273874,231.035724080404,206.7852759195959,-0.004205628383517506,-0.0017853157777280842,-0.005780605843341065,0.006242805277605706,0.011494759094512523
2020-11-25,226.54,224.79855555555557,1.0041802699963607,1.0035515722365953,68.05837157880258,63.78857248207908,61.4277409616832,2.6871734823992597,1.7195095246524659,231.90178618329617,207.09921381670387,-0.009311650701715319,-0.01355644042772136,-0.011113590716357868,-0.01514608352751387,-0.0030107146019657236
2020-11-26,226.41,225.08844444444446,0.9991834579031011,1.0066932797710924,67.17810607053504,63.42004328467914,61.19558126495012,2.7441417189353103,1.7215294275799522,232.04718280107303,208.749817198927,0.0005738500926988411,-0.00873245711739812,-0.012974810970426406,-0.01053336308859623,-0.014563541853378742
2020-11-27,226.41,225.3937222222222,0.9976878786183114,1.006836829065281,67.17810607053504,63.420043284679146,61.19558126495013,2.7575026823873543,1.6524995955935253,231.96825539087433,210.5547446091257,0.0,0.0005738500926988411,-0.00873245711739812,-0.012974810970426406,-0.01053336308859623
2020-11-30,227.41,225.70561111111112,0.9924188798034177,1.0152480980880523,71.09272516356087,65.21300865533452,62.40072003335124,2.816318221475001,1.6856446129245626,231.2294879095093,213.28151209049068,-0.004416766043902655,-0.004416766043902655,-0.003840381389600091,-0.013187792381376734,-0.017448883718849294
2020-12-01,227.49,225.99683333333334,0.989661422388419,1.0171226259384574,71.41097050980747,65.35929041111869,62.49855254245053,2.8366857438772968,1.6485642311711217,230.56262669151167,215.64437330848833,-0.000351787520337771,-0.004770107327414922,-0.004770107327414922,-0.004193519908184061,-0.01354421920249508
2020-12-02,228.99,226.2793888888889,0.9888496298897463,1.0233902253501324,76.95967475883222,68.07043254246133,64.3260045786027,2.939974421042905,1.7728593349476967,230.48439706024317,217.2146029397568,-0.0065936964262165365,-0.006947803526669946,-0.011395256393268905,-0.011395256393268905,-0.010814867131632459
2020-12-03,228.6,226.58061111111112,0.9885293060914353,1.0206196681110942,72.68077742647132,66.61071892759793,63.481488917360785,2.95628350519209,1.7208824868538954,230.3850203045358,218.5649796954642,0.001703131141097929,-0.004879335355400172,-0.005232839365023516,-0.009672717636146803,-0.009672717636146803
2020-12-04,229.43,226.89711111111112,0.9925629235439688,1.0187396049212407,75.9946577453284,68.17486590380325,64.5223173780889,3.001582263369471,1.737391253863649,230.7019459646585,219.3020540353415,-0.0036307961504812446,-0.0019214812873924526,-0.008527847377906711,-0.008882634888527375,-0.013338633452586061
2020-12-07,231.15,227.22594444444445,0.9936291407632764,1.0237918329095137,81.43823991164987,71.18712374344004,66.59403146078064,3.1400746549515475,1.9222990192220948,231.2176118527199,219.99738814728008,-0.007496839994769642,-0.01115485564304467,-0.009432726319926619,-0.016088619279968335,-0.016446066575788263
2020-12-08,230.84,227.54149999999998,0.9992966114889897,1.0152103440190368,77.73181077144254,69.90291646505204,65.86615208734243,3.1880664186702177,1.912760956412086,231.60716473542146,220.67583526457855,0.0013411204845338624,-0.006145665344549521,-0.009798775153105902,-0.008078955412900102,-0.01472592201855024
2020-12-09,231.75,227.852,1.002766497946254,1.0143015330508427,80.7346418258142,71.52672735481315,66.9786220538643,3.261928154704293,1.9588494503483105,232.2666871144141,220.99131288558587,-0.00394212441517933,-0.00259571706683969,-0.010112016737131121,-0.013779527559055144,-0.01205292807546177
2020-12-10,230.22,228.1608888888889,1.002817520410614,1.0061898602236983,63.846559944949306,65.1611940898135,63.33458080781297,3.1605727837371944,1.688542428254209,232.60397122550657,221.34402877449347,0.0066019417475728205,0.0026858430081441887,0.0040233614536015865,-0.0034433160441092797,-0.007086614173228366
2020-12-11,229.81,228.43561111111111,1.0029637652564636,1.0030437402292376,59.92746719717305,63.52957236753478,62.37965036951124,3.0124388288913337,1.3955568054107346,232.53103375342093,222.257966246579,0.001780905221092853,0.00837108953613807,0.004461964997400802,0.005797101449275377,-0.0016562786034955998
2020-12-14,229.67,228.6885,0.9991335260545924,1.0051628116479596,58.4970170453394,62.949937357615646,62.04424822051182,2.850881584167155,1.1392163503877555,232.71778460892565,222.5632153910743,0.0006091989034420381,0.002389019199027067,0.008975188781014078,0.0050684456766592265,0.006402768764871374
2020-12-15,229.08,228.92355555555557,0.9965416354750345,1.0041561295777124,52.35291476093897,60.446932995606645,60.6023790592759,2.644751189193329,0.8514888738272361,232.84885264104935,222.63414735895066,0.0025689032089518658,0.003176537139375962,0.0049517852488923046,0.011521035598705447,0.007624328539247925
2020-12-16,231.55,229.1461111111111,0.9943149520442082,1.0162681712375616,68.5081828390463,66.4595649509305,64.25400251249977,2.650150438838409,0.9934316892462505,233.31317467084588,222.73882532915408,-0.010782259472673297,-0.008185657682762328,-0.007571472085635999,-0.005777082790374479,0.0008629989212512993
2020-12-17,231.18,229.36572222222225,0.9957460569489929,1.0122158865669464,64.67578072431327,64.86878655640878,63.33074121366711,2.5946638060664498,0.9869300787171937,233.38330547888603,223.47069452111396,0.0015979270136039928,-0.009167103195390231,-0.006574650585622934,-0.005961446412253621,-0.00416992442011992
2020-12-18,233.27,229.57850000000002,0.9978901978670514,1.0182277264007145,74.19055741123125,69.3339671794997,66.21040199331442,2.6883462014039026,1.2412380690578857,233.84523551992808,223.93076448007187,-0.009040574444156083,-0.007428201252429276,-0.0182905535184215,-0.015674663647842656,-0.01505591575649453
2020-12-21,232.93,229.79416666666668,1.001760360388767,1.0118650232883812,70.58227042023861,67.82373099437397,65.33400593095304,2.7039851584186465,1.297702631753907,233.96006465940636,224.75793534059366,0.0014575384747288695,-0.007569858984341205,-0.005959835888576961,-0.016806355858215445,-0.014194278747768622
2020-12-22,231.19,230.00927777777778,1.0011987324420746,1.0039299244385993,54.698744460631026,60.55432382811461,60.995579987659625,2.5466198380351273,1.0307338892513087,233.766181322747,225.62581867725294,0.007470055381445108,0.008916705963047167,-4.3256337053338975e-05,0.001554739797020141,-0.009210756067749192
2020-12-23,230.72,230.2067777777778,0.9977066198580684,1.004533173094279,51.076577374819145,58.72343464051262,59.868055552296475,2.3568137341673037,0.7580700106067866,233.7272114017986,226.08278859820135,0.0020329599031099913,0.009487828961490611,0.01093153856046646,0.001989791504455437,0.0035845389764630206
2020-12-24,231.21,230.41899999999998,0.9962309817064701,1.0072291416899033,54.723363473978665,60.07864007199776,60.66404052053294,2.2203352911464265,0.6301913089629352,233.64878366912683,226.64121633087314,-0.0021237864077670297,-8.650893204727814e-05,0.007384192675911213,0.00883096840571013,-0.00012976901116013988
2020-12-25,231.74,230.64483333333334,0.9948626170993518,1.0099367134121315,58.6160708631415,61.54916316933144,61.530601537521086,2.130383972071428,0.601890417794749,233.52777518041017,227.2952248195898,-0.002292288395830635,-0.0044209431345354116,-0.0023789956312989806,0.005108830979264146,0.006558923136279852
2020-12-29,231.73,230.83444444444444,0.9923808846981693,1.0115870426981315,58.5053462741716,61.503129822206695,61.50375894312378,2.0348336910631417,0.5585678143123971,233.46835110486998,227.78664889513,4.315180806084114e-05,-0.0022490376713809167,-0.0043776005547849816,-0.00233574116527528,0.005151762332031155
2020-12-30,231.12,231.00166666666667,0.9946458066483078,1.0058980343844743,51.57235066949803,58.62286791500145,59.831953836748085,1.8881224031955242,0.4221022279226929,233.26224193671183,228.35575806328822,0.0026323738833987195,0.0026754120997669996,0.0003892565200467255,-0.0017337031900138942,0.00030278126216528906
2020-12-31,231.46,231.2016111111111,0.9991293114148276,1.0019900124788015,55.03712768264636,59.754197439974135,60.46095085971507,1.778783104687335,0.369894635115827,233.25206784769102,228.61293215230904,-0.0014710972654898035,0.0011651490959305305,0.0012082506257012216,-0.0010812681112408633,-0.003207350901525698
2021-01-01,232.96,231.472,0.9980253807888507,1.008419668157864,67.13837358735772,64.38125002338974,63.135082541786154,1.7925054992500407,0.5371187768620018,233.36958517187657,228.93141482812348,-0.006480601399809902,-0.007961232260297695,-0.005307901437017297,-0.00526452058341244,-0.007568876778686043
2021-01-05,229.99,231.78605555555555,0.9942636625276186,0.9979759624241493,41.39973468940458,51.705575183203166,55.35211408207156,1.5459061730612405,0.19329197479382287,233.32291856922626,229.0340814307737,0.012748969780219775,0.006350989371813699,0.004889235029421925,0.007508738618219397,0.007551566410632605
2021-01-06,230.96,232.12394444444442,0.9976554258744961,0.9973239769438457,48.86874843194369,54.83330995944771,57.16302823925472,1.4124633257844152,0.11346772965848118,233.3155218377744,229.0224781622256,-0.0042175746771598716,0.008585164835164834,0.002160200466603301,0.000692281066112827,0.0033228326069131395
2021-01-07,234.3,232.47344444444445,0.9980538878358178,1.0098222777577284,66.18343645226318,63.57981392100729,62.641400974021835,1.5582563847466417,0.537107264079367,233.87711814321207,228.80688185678795,-0.014461378593695891,-0.01873994521500936,-0.005752060439560454,-0.012269938650306763,-0.013759086188992761
2021-01-08,235.88,232.80333333333334,0.9968106591117921,1.0164575625443186,71.50825389393306,66.85015491742924,64.87279530746916,1.7807636943638272,1.0002699478439752,234.76434374621087,228.33265625378917,-0.006743491250533436,-0.021302390024246567,-0.025609809122135684,-0.012534340659340604,-0.019096172124773124
2021-01-11,236.76,233.12338888888888,0.9988088113711514,1.0168107254109409,74.15285516167548,68.54433665132184,66.05838161481934,2.00499860994006,1.3687258788082488,235.7475665025338,228.00343349746623,-0.0037307105307783426,-0.010499359795134356,-0.025112573605819116,-0.0294360624374972,-0.01631181318681311
2021-01-12,236.08,233.4286111111111,0.9968492011864274,1.0145551162580144,68.42698408488701,65.74810803540798,64.29762213556734,2.10358723485092,1.441301923120733,236.34617163466282,228.03182836533722,0.0028721067747929483,-0.0008478887569951546,-0.0075970977379428125,-0.022168340838240406,-0.02647941214835429
2021-01-13,236.54,233.71244444444443,0.9986551083360294,1.0134614339910013,70.24055374652596,66.7366623250133,64.96100157524239,2.1935516875890357,1.4926218717561426,236.92877967718687,228.1362203228132,-0.0019484920365976767,0.0009292110153742138,-0.002798032898083757,-0.009560392658984125,-0.02416002771042598
2021-01-14,236.35,233.97466666666668,0.9984920885976667,1.011677616451672,68.34868545342954,65.89075863408738,64.44170322381869,2.223882222496769,1.435976049624486,237.2925277208323,228.49947227916772,0.0008032468081508317,-0.0011436801084377406,0.0017317114377428475,-0.0019925385789384383,-0.008749466495945296
2021-01-15,235.88,234.21,0.9948035722622008,1.0123911706626514,63.419061097492104,63.738534718917954,63.13089329523315,2.184809197453035,1.2755408095592315,237.64686599758417,228.57813400241585,0.001988576264015227,0.002790225754629224,0.000847170450694752,0.0037168440614968553,0.0
